,Unnamed: 0.3,Câu lệnh sinh ra,Câu lệnh có sẵn
1014,1014,xin mở báo cáo chi tiết n 2 mới ngay lập tức theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1015,1015,hãy mở báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1016,1016,vui lòng mở báo cáo chi tiết nờ hai mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1017,1017,xin mở bc chi tiết n 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1018,1018,mong bạn mở báo cáo chi tiết nờ 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1019,1019,mở ngay báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1020,1020,cần mở báo cáo chi tiết nờ hai mới theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1021,1021,hãy mở báo cáo chi tiết n 2 mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1022,1022,vui lòng mở bc chi tiết nờ 2 mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1023,1023,xin mở báo cáo chi tiết n2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1024,1024,mong bạn mở báo cáo chi tiết nờ hai mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1025,1025,mở ngay báo cáo chi tiết n 2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1026,1026,cần mở báo cáo chi tiết nờ 2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1027,1027,hãy mở báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1028,1028,mong bạn mở báo cáo chi tiết nờ hai mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1029,1029,xin mở bc chi tiết n 2 mới ngay lập tức theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1030,1030,hãy mở bc chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1031,1031,vui lòng mở báo cáo chi tiết nờ hai mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1032,1032,xin mở báo cáo chi tiết n 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1033,1033,mong bạn mở bc chi tiết nờ 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1034,1034,mở ngay báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1035,1035,cần mở báo cáo chi tiết nờ hai mới theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1036,1036,hãy mở bc chi tiết n 2 mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1037,1037,vui lòng mở bc chi tiết nờ 2 mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1038,1038,xin mở báo cáo chi tiết n2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1039,1039,mong bạn mở báo cáo chi tiết nờ hai mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1040,1040,mở ngay báo cáo chi tiết n 2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1041,1041,cần mở báo cáo chi tiết nờ 2 mới cho chúng tôi theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1042,1042,hãy mở báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1043,1043,mong bạn mở báo cáo chi tiết nờ hai mới ngay theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1044,1044,xin mở báo cáo chi tiết n 2 mới ngay lập tức theo yêu cầu của chúng tôi,Mở báo cáo chi tiết n2 mới 
1045,1045,hãy mở báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1046,1046,vui lòng mở báo cáo chi tiết nờ hai mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1047,1047,xin mở báo cáo chi tiết n 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1048,1048,mong bạn mở báo cáo chi tiết nờ 2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1049,1049,mở ngay báo cáo chi tiết n2 mới theo yêu cầu cụ thể của chúng tôi,Mở báo cáo chi tiết n2 mới 
1050,1050,tiến hành viết báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1051,1051,hãy mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1052,1052,đề nghị mở báo cáo tỷ giá mới (đang pt),Mở báo cáo tỷ giá mới (đang phát triển)
1053,1053,xin vui lòng mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1054,1054,thiết lập bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1055,1055,cần tạo ra báo cáo tỷ giá mới (đang pt),Mở báo cáo tỷ giá mới (đang phát triển)
1056,1056,rất mong mở bc tỷ giá mới (đang pt),Mở báo cáo tỷ giá mới (đang phát triển)
1057,1057,yêu cầu mở bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1058,1058,xin vui lòng tạo báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1059,1059,hãy tạo báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1060,1060,thiết đặt báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1061,1061,mong muốn mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1062,1062,đề xuất mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1063,1063,xin hãy mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1064,1064,cần mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1065,1065,vui lòng viết bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1066,1066,xin mời mở báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1067,1067,yêu cầu tạo báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1068,1068,mong muốn tạo báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1069,1069,xin hãy tạo bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1070,1070,thiết lập bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1071,1071,yêu cầu viết bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1072,1072,vui lòng mở bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1073,1073,hãy mở bc tỷ giá mới (đang pt) giúp tôi,Mở báo cáo tỷ giá mới (đang phát triển)
1074,1074,đề nghị tạo bc tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1075,1075,xin vui lòng mở báo cáo tỷ giá mới (đang pt) sớm nhất có thể,Mở báo cáo tỷ giá mới (đang phát triển)
1076,1076,cần thiết lập báo cáo tỷ giá mới (đang phát triển),Mở báo cáo tỷ giá mới (đang phát triển)
1077,1077,rất mong mở bc tỷ giá mới (đang phát triển) ngay lập tức,Mở báo cáo tỷ giá mới (đang phát triển)
1078,1078,yêu cầu tạo ra báo cáo tỷ giá mới (đang phát triển) trong thời gian gấp rút,Mở báo cáo tỷ giá mới (đang phát triển)
1079,1079,xin hãy viết báo cáo tỷ giá mới (đang phát triển) cho tôi,Mở báo cáo tỷ giá mới (đang phát triển)
1080,1080,thiết đặt báo cáo tỷ giá mới (đang phát triển) qua email,Mở báo cáo tỷ giá mới (đang phát triển)
1081,1081,mong muốn mở bc tỷ giá mới (đang phát triển) ngay bây giờ,Mở báo cáo tỷ giá mới (đang phát triển)
1082,1082,đề xuất mở báo cáo tỷ giá mới (đang phát triển) ngay trong tuần này,Mở báo cáo tỷ giá mới (đang phát triển)
1083,1083,xin hãy mở báo cáo tỷ giá mới (đang phát triển) cho công ty,Mở báo cáo tỷ giá mới (đang phát triển)
1084,1084,cần mở bc tỷ giá mới (đang phát triển) trước khi họp bàn về vấn đề đó,Mở báo cáo tỷ giá mới (đang phát triển)
1085,1085,vui lòng viết bc tỷ giá mới (đang pt) từ đầu đến cuối,Mở báo cáo tỷ giá mới (đang phát triển)
1086,1086,xin mời mở báo cáo tỷ giá mới (đang pt) để kiểm tra,Mở báo cáo tỷ giá mới (đang phát triển)
1087,1087,yêu cầu tạo báo cáo tỷ giá mới (đang phát triển) cho ban lãnh đạo,Mở báo cáo tỷ giá mới (đang phát triển)
1088,1088,mong muốn tạo báo cáo tỷ giá mới (đang phát triển) trong thời gian ngắn,Mở báo cáo tỷ giá mới (đang phát triển)
1089,1089,xin hãy tạo bc tỷ giá mới (đang pt) theo yêu cầu,Mở báo cáo tỷ giá mới (đang phát triển)
1090,1090,thiết lập báo cáo tỷ giá mới (đang phát triển) trước khi hết hạn,Mở báo cáo tỷ giá mới (đang phát triển)
1091,1091,yêu cầu viết báo cáo tỷ giá mới (đang phát triển) cho dự án,Mở báo cáo tỷ giá mới (đang phát triển)
1092,1092,vui lòng mở báo cáo tỷ giá mới (đang phát triển) để so sánh,Mở báo cáo tỷ giá mới (đang phát triển)
1093,1093,hãy mở bc tỷ giá mới (đang phát triển) để kiểm tra lỗi,Mở báo cáo tỷ giá mới (đang phát triển)
1094,1094,đề nghị tạo báo cáo tỷ giá mới (đang phát triển) để nộp,Mở báo cáo tỷ giá mới (đang phát triển)
1095,1095,xin vui lòng mở báo cáo tỷ giá mới (đang phát triển) để phản hồi,Mở báo cáo tỷ giá mới (đang phát triển)
1096,1096,cần thiết lập báo cáo tỷ giá mới (đang phát triển) để nắm bắt tình hình,Mở báo cáo tỷ giá mới (đang phát triển)
1097,1097,rất mong mở báo cáo tỷ giá mới (đang phát triển) để thực hiện quyết định,Mở báo cáo tỷ giá mới (đang phát triển)
1098,1098,đề xuất tạo báo cáo tỷ giá mới (đang phát triển) để đánh giá hiệu quả,Mở báo cáo tỷ giá mới (đang phát triển)
1099,1099,xin hãy mở báo cáo tỷ giá mới (đang phát triển) cho đại diện tc,Mở báo cáo tỷ giá mới (đang phát triển)
1100,1100,hãy mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1101,1101,vui lòng ra lệnh mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1102,1102,mong bạn mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1103,1103,xin hãy mở báo cáo tỷ lệ chiết khấu cho thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1104,1104,hãy thông báo để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1105,1105,mong bạn ra lệnh để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1106,1106,xin vui lòng mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1107,1107,hãy yêu cầu mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1108,1108,mong bạn mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1109,1109,vui lòng mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1110,1110,hãy cung cấp lệnh để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1111,1111,mong bạn giúp mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1112,1112,xin vui lòng ra lệnh mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1113,1113,mong bạn mở báo cáo tỷ lệ chiết khấu cho thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1114,1114,vui lòng thông báo để mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1115,1115,mong bạn ra lệnh để mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1116,1116,xin hãy mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1117,1117,hãy yêu cầu mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1118,1118,mong bạn mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1119,1119,vui lòng mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1120,1120,mong bạn mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1121,1121,hãy thông báo để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1122,1122,mong bạn ra lệnh để mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1123,1123,xin vui lòng mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1124,1124,hãy yêu cầu mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1125,1125,mong bạn mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1126,1126,vui lòng mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1127,1127,hãy mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1128,1128,xin vui lòng ra lệnh mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1129,1129,mong bạn mở báo cáo tỷ lệ chiết khấu cho thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1130,1130,vui lòng thông báo để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1131,1131,mong bạn ra lệnh để mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1132,1132,xin hãy mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1133,1133,hãy yêu cầu mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1134,1134,mong bạn mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1135,1135,vui lòng mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1136,1136,mong bạn mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1137,1137,hãy thông báo để mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1138,1138,mong bạn ra lệnh để mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1139,1139,xin vui lòng mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1140,1140,hãy yêu cầu mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1141,1141,mong bạn mở báo cáo về tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1142,1142,vui lòng mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1143,1143,hãy mở báo cáo tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
1144,1144,xin vui lòng ra lệnh mở bc tỷ lệ chiết khấu thẻ cào,Mở báo cáo tỷ lệ chiết khấu thẻ cào
