,Câu lệnh sinh ra,Câu lệnh có sẵn
842,Chuẩn bị cho việc mở cửa thị trường nhập khẩu,Mở chỉ tiêu import 
843,Thiết lập nguồn cung hàng hóa nhập khẩu,Mở chỉ tiêu import 
844,Thúc đẩy quá trình nhập cảng,Mở chỉ tiêu import 
845,Tham gia vào các hoạt động nhập khẩu,Mở chỉ tiêu import 
846,Khôi phục hoạt động nhập khẩu,Mở chỉ tiêu import 
847,Đặt chỉ tiêu quy mô nhập khẩu,Mở chỉ tiêu import 
848,Cần thiết áp dụng chính sách mở cửa thị trường nhập cảng,Mở chỉ tiêu import 
849,Đề xuất mở cửa thị trường nhập hàng,Mở chỉ tiêu import 
850,Hãy mở công thức chỉ tiêu ngay,Mở công thức chỉ tiêu 
851,Mở công thức chỉ tiêu ngay khi được,Mở công thức chỉ tiêu 
852,Đừng chần chừ mà hãy mở công thức chỉ tiêu ngay,Mở công thức chỉ tiêu 
853,Mở ngay công thức chỉ tiêu mà không chần chừ nữa,Mở công thức chỉ tiêu 
854,Đừng ngại mở công thức chỉ tiêu lúc này,Mở công thức chỉ tiêu 
855,Hãy mở công thức chỉ tiêu không chậm trễ,Mở công thức chỉ tiêu 
856,Hãy mở ngay công thức chỉ tiêu không chần chừ thêm,Mở công thức chỉ tiêu 
857,Đừng để quá trình mở công thức chỉ tiêu kéo dài,Mở công thức chỉ tiêu 
858,Hãy mở công thức chỉ tiêu mà không nói nhiều,Mở công thức chỉ tiêu 
859,"Không nên lưỡng lự, hãy mở công thức chỉ tiêu ngay",Mở công thức chỉ tiêu 
860,Nhanh tay mở công thức chỉ tiêu lên,Mở công thức chỉ tiêu 
861,"Mãi chần chừ làm gì, hãy mở công thức chỉ tiêu ngay đi",Mở công thức chỉ tiêu 
862,"Mở công thức chỉ tiêu ngay, đừng chờ đến mai",Mở công thức chỉ tiêu 
863,Không nên chần chừ mà hãy mở ngay công thức chỉ tiêu,Mở công thức chỉ tiêu 
864,"Đừng nghĩ nhiều, mở công thức chỉ tiêu liền",Mở công thức chỉ tiêu 
865,Hãy mở công thức chỉ tiêu ngay bây giờ,Mở công thức chỉ tiêu 
866,Điểm danh mở công thức chỉ tiêu ngay,Mở công thức chỉ tiêu 
867,Mở công thức chỉ tiêu ngay lập tức,Mở công thức chỉ tiêu 
868,Đừng để công thức chỉ tiêu chờ đợi,Mở công thức chỉ tiêu 
869,Hãy mở công thức chỉ tiêu không cần suy nghĩ,Mở công thức chỉ tiêu 
870,"Đừng chần chừ, hãy mở công thức chỉ tiêu không còn nữa",Mở công thức chỉ tiêu 
871,Hãy mở công thức chỉ tiêu không phải hồi lâu,Mở công thức chỉ tiêu 
872,Mở công thức chỉ tiêu ngay không phải đợi lâu,Mở công thức chỉ tiêu 
873,"Đừng đợi nữa, hãy mở công thức chỉ tiêu ngay",Mở công thức chỉ tiêu 
874,Mở công thức chỉ tiêu không nên trì hoãn,Mở công thức chỉ tiêu 
875,Hãy mở công thức chỉ tiêu không nghĩ ngợi,Mở công thức chỉ tiêu 
876,"Đừng chần chừ nữa, hãy mở công thức chỉ tiêu đi",Mở công thức chỉ tiêu 
877,Hãy mở công thức chỉ tiêu không cần đợi thêm,Mở công thức chỉ tiêu 
878,Mở công thức chỉ tiêu ngay không nên ngại,Mở công thức chỉ tiêu 
879,"Đừng chần chừ nữa, hãy mở công thức chỉ tiêu ngay lập tức",Mở công thức chỉ tiêu 
880,Hãy mở công thức chỉ tiêu ngay không phải chờ đến sau,Mở công thức chỉ tiêu 
881,Đừng để công thức chỉ tiêu chờ đến sau nữa,Mở công thức chỉ tiêu 
882,"Mở công thức chỉ tiêu ngay, đừng để lâu",Mở công thức chỉ tiêu 
883,Hãy mở công thức chỉ tiêu không phải chờ đợi nữa,Mở công thức chỉ tiêu 
884,"Đừng nghĩ nhiều, mở công thức chỉ tiêu không chần chừ",Mở công thức chỉ tiêu 
885,Hãy mở công thức chỉ tiêu ngay không nên bỏ qua,Mở công thức chỉ tiêu 
886,"Đừng chần chừ, mở công thức chỉ tiêu không cần lời giải thích",Mở công thức chỉ tiêu 
887,Hãy mở công thức chỉ tiêu ngay không cần suy nghĩ nhiều,Mở công thức chỉ tiêu 
888,"Đừng mỏi mắt nghĩ ra công thức chỉ tiêu, hãy mở lên ngay",Mở công thức chỉ tiêu 
889,"Mở công thức chỉ tiêu ngay, không cần lý do",Mở công thức chỉ tiêu 
890,"Không nên do dự, hãy mở công thức chỉ tiêu ngay bây giờ",Mở công thức chỉ tiêu 
891,Nhanh chóng mở công thức chỉ tiêu lên,Mở công thức chỉ tiêu 
892,"Mở công thức chỉ tiêu ngay, đừng chờ đến sau này",Mở công thức chỉ tiêu 
893,Không nên để công thức chỉ tiêu chờ đến sau lâu,Mở công thức chỉ tiêu 
894,Hãy mở công thức chỉ tiêu không cần chậm trễ,Mở công thức chỉ tiêu 
895,"Đừng chần chừ nữa, hãy mở công thức chỉ tiêu không phải nghĩ ngợi",Mở công thức chỉ tiêu 
896,Hãy mở công thức chỉ tiêu mà không cần lời cảm ơn,Mở công thức chỉ tiêu 
897,Đừng để công thức chỉ tiêu chờ đợi lâu hơn,Mở công thức chỉ tiêu 
898,Mở công thức chỉ tiêu ngay không phải chờ đến ngày mai,Mở công thức chỉ tiêu 
899,Hãy mở công thức chỉ tiêu ngay không nên nghĩ toan,Mở công thức chỉ tiêu 
900,Kiểm tra kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
901,Xem kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
902,Hãy mở kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
903,Xem lại kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
904,Đưa ra kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
905,Tìm kiếm kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
906,Cần mở kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
907,Hãy xem kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
908,Xem lại kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
909,Kiểm tra lại kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
910,Thông báo kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
911,Có thể xem kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
912,Kiểm tra kết quả liên ngành trong tháng (n-1),Mở kết quả liên ngành (tháng n-1)
913,Xem kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
914,Mở kết quả liên ngành (tháng n-1) để xem,Mở kết quả liên ngành (tháng n-1)
915,Hãy xem lại kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
916,Đưa ra kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
917,Tìm kiếm kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
918,Cần xem kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
919,Xem lại kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
920,Thông báo kết quả liên ngành là tháng trước,Mở kết quả liên ngành (tháng n-1)
921,Xem kết quả liên ngành (tháng trước) nếu có sẵn,Mở kết quả liên ngành (tháng n-1)
922,Mở kết quả liên ngành (tháng trước) để kiểm tra,Mở kết quả liên ngành (tháng n-1)
923,Hãy kiểm tra kết quả liên ngành (tháng trước),Mở kết quả liên ngành (tháng n-1)
924,Xem lại kết quả liên ngành (tháng trước) xem sao,Mở kết quả liên ngành (tháng n-1)
925,Đưa ra kết quả liên ngành (tháng trước) nếu có thể,Mở kết quả liên ngành (tháng n-1)
926,Tìm kiếm kết quả liên ngành trong tháng (n-1) nếu có,Mở kết quả liên ngành (tháng n-1)
927,Cần mở kết quả liên ngành (tháng trước) để kiểm tra,Mở kết quả liên ngành (tháng n-1)
928,Hãy xem lại kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
929,Xem kết quả liên ngành (tháng trước) nếu có điều gì thay đổi,Mở kết quả liên ngành (tháng n-1)
930,Kiểm tra kết quả liên ngành (tháng trước) để cập nhật,Mở kết quả liên ngành (tháng n-1)
931,Xem kết quả liên ngành (tháng trước) nếu còn,Mở kết quả liên ngành (tháng n-1)
932,Mở kết quả liên ngành (tháng trước) để xem xét,Mở kết quả liên ngành (tháng n-1)
933,Hãy kiểm tra lại kết quả liên ngành (tháng trước) nếu có,Mở kết quả liên ngành (tháng n-1)
934,Xem lại kết quả liên ngành (tháng trước) tở từng bước,Mở kết quả liên ngành (tháng n-1)
935,Đưa ra kết quả liên ngành (tháng trước) nếu còn nhớ,Mở kết quả liên ngành (tháng n-1)
936,Tìm kiếm kết quả liên ngành trong tháng (n-1) nếu còn,Mở kết quả liên ngành (tháng n-1)
937,Cần xem kết quả liên ngành (tháng trước) nếu còn,Mở kết quả liên ngành (tháng n-1)
938,Xem lại kết quả liên ngành (tháng trước) nếu còn,Mở kết quả liên ngành (tháng n-1)
939,Thông báo kết quả liên ngành là tháng trước nếu còn nhớ,Mở kết quả liên ngành (tháng n-1)
940,Xem kết quả liên ngành (tháng trước) nếu còn có kết quả,Mở kết quả liên ngành (tháng n-1)
941,Mở kết quả liên ngành (tháng trước) để kiểm tra nếu còn,Mở kết quả liên ngành (tháng n-1)
942,Hãy kiểm tra lại kết quả liên ngành (tháng trước) nếu còn,Mở kết quả liên ngành (tháng n-1)
943,Xem kết quả liên ngành (tháng trước) nếu còn bất kỳ sự thay đổi nào,Mở kết quả liên ngành (tháng n-1)
944,Kiểm tra kết quả liên ngành (tháng trước) để cập nhật nếu có,Mở kết quả liên ngành (tháng n-1)
945,Xem kết quả liên ngành (tháng trước) nếu còn sẵn có,Mở kết quả liên ngành (tháng n-1)
946,Mở kết quả liên ngành (tháng trước) để xem xét nếu còn,Mở kết quả liên ngành (tháng n-1)
947,Hãy kiểm tra lại kết quả liên ngành (tháng trước) nếu còn thể hiện,Mở kết quả liên ngành (tháng n-1)
948,Xem lại kết quả liên ngành (tháng trước) để tìm kiếm nếu còn,Mở kết quả liên ngành (tháng n-1)
949,Đưa ra kết quả liên ngành (tháng trước) nếu còn sẵn có,Mở kết quả liên ngành (tháng n-1)
950,Gọi báo cáo chăm sóc khách hàng lên,Mở BC_CSKH
951,Hãy mở báo cáo chăm sóc khách hàng,Mở BC_CSKH
952,Vui lòng mở báo cáo chăm sóc khách hàng,Mở BC_CSKH
953,Lấy báo cáo chăm sóc khách hàng ra,Mở BC_CSKH
954,Xin mở lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
955,Mở lại bản báo cáo chăm sóc khách hàng,Mở BC_CSKH
956,Gọi lại bản báo cáo chăm sóc khách hàng,Mở BC_CSKH
957,Hãy mở lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
958,Vui lòng mở lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
959,Cần mở báo cáo chăm sóc khách hàng,Mở BC_CSKH
960,Rà soát báo cáo chăm sóc khách hàng,Mở BC_CSKH
961,Xin kiểm tra báo cáo chăm sóc khách hàng,Mở BC_CSKH
962,Vui lòng kiểm tra báo cáo chăm sóc khách hàng,Mở BC_CSKH
963,Cần xem lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
964,Mở báo cáo chăm sóc khách hàng lên nhanh,Mở BC_CSKH
965,Mở bản báo cáo chăm sóc khách hàng lên,Mở BC_CSKH
966,Hãy xem báo cáo chăm sóc khách hàng,Mở BC_CSKH
967,Xem bản báo cáo chăm sóc khách hàng,Mở BC_CSKH
968,Yêu cầu xem báo cáo chăm sóc khách hàng,Mở BC_CSKH
969,Cần kiểm tra báo cáo chăm sóc khách hàng,Mở BC_CSKH
970,Gọi báo cáo chăm sóc khách hàng ra đây,Mở BC_CSKH
971,Hãy đặt báo cáo chăm sóc khách hàng lên bàn làm việc,Mở BC_CSKH
972,Vui lòng đặt báo cáo chăm sóc khách hàng lên,Mở BC_CSKH
973,Cần đặt báo cáo chăm sóc khách hàng lên bàn làm việc,Mở BC_CSKH
974,Rà soát lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
975,Xin kiểm tra lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
976,Vui lòng kiểm tra lại báo cáo chăm sóc khách hàng,Mở BC_CSKH
977,Cần xem lại báo cáo chăm sóc khách hàng một lần nữa,Mở BC_CSKH
978,Mở báo cáo chăm sóc khách hàng lên thật nhanh,Mở BC_CSKH
979,Mở bản báo cáo chăm sóc khách hàng lên nào,Mở BC_CSKH
980,Hãy xem báo cáo chăm sóc khách hàng toàn văn,Mở BC_CSKH
981,Xem bản báo cáo chăm sóc khách hàng ngay,Mở BC_CSKH
982,Yêu cầu xem báo cáo chăm sóc khách hàng thông tin gì đã có,Mở BC_CSKH
983,Cần kiểm tra báo cáo chăm sóc khách hàng thêm lần nữa,Mở BC_CSKH
984,Gọi báo cáo chăm sóc khách hàng lên bàn làm việc,Mở BC_CSKH
985,Hãy đặt báo cáo chăm sóc khách hàng lên nhanh,Mở BC_CSKH
986,Vui lòng đặt báo cáo chăm sóc khách hàng lên đây,Mở BC_CSKH
987,Cần đặt báo cáo chăm sóc khách hàng lên nào,Mở BC_CSKH
988,Rà soát lại báo cáo chăm sóc khách hàng cho chắc chắn,Mở BC_CSKH
989,Xin kiểm tra lại báo cáo chăm sóc khách hàng một lần nữa,Mở BC_CSKH
990,Vui lòng kiểm tra lại báo cáo chăm sóc khách hàng cho kỹ,Mở BC_CSKH
991,Cần xem lại báo cáo chăm sóc khách hàng chi tiết,Mở BC_CSKH
992,Mở báo cáo chăm sóc khách hàng lên ngay tại đây,Mở BC_CSKH
993,Mở bản báo cáo chăm sóc khách hàng lên nào,Mở BC_CSKH
994,Hãy xem báo cáo chăm sóc khách hàng một cách cẩn thận,Mở BC_CSKH
995,Xem bản báo cáo chăm sóc khách hàng kỹ lưỡng,Mở BC_CSKH
996,Yêu cầu xem báo cáo chăm sóc khách hàng đầy đủ thông tin,Mở BC_CSKH
997,Cần kiểm tra báo cáo chăm sóc khách hàng một lần nữa,Mở BC_CSKH
998,Gọi báo cáo chăm sóc khách hàng ra nhanh,Mở BC_CSKH
999,Hãy đặt báo cáo chăm sóc khách hàng lên bàn làm việc,Mở BC_CSKH
1000,Hãy mở tài liệu n2 chi tiết mới,Mở báo cáo chi tiết n2 mới 
1001,Vui lòng mở báo cáo n2 mới,Mở báo cáo chi tiết n2 mới 
1002,Xin hãy mở n2 chi tiết mới,Mở báo cáo chi tiết n2 mới 
1003,Hãy mở n2 chi tiết mới,Mở báo cáo chi tiết n2 mới 
1004,Vui lòng mở báo cáo n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1005,Xin hãy mở n2 báo cáo mới nhất,Mở báo cáo chi tiết n2 mới 
1006,Hãy mở báo cáo chi tiết n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1007,Vui lòng mở báo cáo chi tiết n2 phiên bản mới,Mở báo cáo chi tiết n2 mới 
1008,Xin hãy mở tài liệu n2 mới nhất,Mở báo cáo chi tiết n2 mới 
1009,Hãy mở tài liệu n2 phiên bản mới,Mở báo cáo chi tiết n2 mới 
1010,Vui lòng mở n2 chi tiết mới nhất,Mở báo cáo chi tiết n2 mới 
1011,Xin hãy mở n2 chi tiết phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1012,Hãy mở báo cáo chi tiết nật ký mới,Mở báo cáo chi tiết n2 mới 
1013,Vui lòng mở báo cáo chi tiết n2 mới nhất,Mở báo cáo chi tiết n2 mới 
1014,Xin hãy mở báo cáo chi tiết n2 phiên bản mới,Mở báo cáo chi tiết n2 mới 
1015,Hãy mở báo cáo chi tiết n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1016,Vui lòng mở báo cáo chi tiết n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1017,Xin hãy mở báo cáo chi tiết n2 mới nhất,Mở báo cáo chi tiết n2 mới 
1018,Hãy mở tài liệu n2 mới hơn,Mở báo cáo chi tiết n2 mới 
1019,Vui lòng mở tài liệu chi tiết n2 mới,Mở báo cáo chi tiết n2 mới 
1020,Xin hãy mở tài liệu n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1021,Hãy mở n2 phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1022,Vui lòng mở n2 chi tiết phiên bản mới nhất,Mở báo cáo chi tiết n2 mới 
1023,Xin hãy mở n2 chi tiết mới nhất,Mở báo cáo chi tiết n2 mới 
1024,Hãy mở báo cáo n2 phiên bản mới,Mở báo cáo chi tiết n2 mới 
